PM2_5,NO2,CO,SO2,O3,AQI
17.86,18.04,0.46,8.05,17.15,50.0
31.27,15.96,0.56,16.42,36.85,65.0
151.1,53.28,1.54,11.65,30.98,309.0
123.48,45.46,2.52,11.35,53.7,271.0
35.14,21.25,0.82,10.69,51.46,102.0
76.78,31.27,0.95,7.75,54.22,180.0
92.07,51.75,1.27,17.44,37.86,220.0
133.56,46.86,1.36,19.06,54.0,278.0
107.26,33.82,11.69,11.82,45.78,340.0
48.85,9.49,0.17,12.12,22.14,75.0
57.44,65.83,0.87,21.33,23.63,114.0
36.49,29.32,1.21,10.43,31.87,109.0
55.81,43.94,0.91,9.21,77.78,131.0
55.58,46.77,0.9,14.09,31.21,119.0
34.32,41.61,0.49,17.0,20.19,81.0
66.22,58.99,0.11,8.24,37.59,141.0
33.74,21.19,0.01,6.0,15.41,137.0
17.76,15.61,0.24,6.22,32.72,65.0
25.12,4.71,0.25,22.1,43.19,61.0
256.68,70.55,2.89,16.2,51.68,454.0
81.92,43.43,1.05,9.91,19.04,181.0
14.41,20.64,0.29,7.06,16.19,54.0
56.22,24.25,1.17,12.52,20.22,147.0
164.98,15.77,9.39,8.89,9.35,324.0
27.29,38.39,0.45,17.86,16.53,84.0
56.36,42.33,0.56,8.43,29.21,109.0
71.25,42.68,0.91,12.73,60.27,208.0
34.94,9.95,0.55,8.74,15.72,212.0
75.4,38.55,0.43,6.08,34.06,176.0
30.49,55.32,0.85,31.92,22.39,74.0
34.05,9.83,0.93,4.27,17.23,96.0
40.24,38.29,1.01,16.68,25.81,94.0
139.55,92.53,1.25,23.07,106.51,315.0
28.47,41.79,0.37,6.88,4.38,106.0
167.74,62.53,1.76,19.39,34.78,360.0
38.25,33.05,1.1,1.23,49.63,102.0
39.22,11.7,0.94,9.5,14.2,81.0
34.1,10.68,0.47,17.74,22.13,60.0
112.71,13.46,0.89,8.29,26.53,270.0
72.66,51.85,0.98,9.28,52.61,146.0
50.33,16.68,0.93,10.82,59.48,101.0
27.84,14.94,0.55,15.91,54.79,81.0
106.31,50.3,1.22,8.71,35.61,255.0
66.52,18.47,8.24,10.62,24.85,245.0
51.74,37.14,0.79,20.8,17.83,109.0
78.47,41.19,0.86,17.2,34.93,166.0
115.16,51.05,1.3,11.11,36.8,254.0
63.8,51.35,0.66,9.26,29.69,114.0
18.45,19.79,0.53,4.13,16.25,46.0
21.44,23.09,0.5,2.65,17.36,44.0
77.1,11.78,0.69,6.58,6.12,127.0
48.6,49.52,0.63,2.82,13.82,130.0
40.94,40.31,0.51,11.03,27.21,116.0
57.22,18.49,0.73,5.04,101.83,139.0
74.91,24.35,0.01,1.32,10.14,144.0
29.53,10.13,0.87,7.72,21.04,95.0
37.05,10.04,0.63,15.16,22.56,98.0
19.43,9.19,0.42,6.13,14.29,44.0
61.85,25.44,0.67,9.22,14.66,87.0
59.33,17.94,0.75,18.29,40.9,87.0
54.62,11.54,0.24,11.64,17.87,106.0
24.14,10.12,0.62,6.32,22.11,46.0
63.36,34.16,0.74,8.34,82.55,125.0
48.4,22.58,1.0,5.62,17.43,136.0
130.59,44.11,1.44,15.29,30.57,328.0
19.17,15.59,1.29,9.61,23.31,119.0
38.13,51.56,0.13,8.43,44.56,115.0
30.44,6.96,0.94,8.51,21.91,86.0
79.01,45.43,0.06,10.18,58.04,163.0
63.83,37.49,0.0,7.83,58.44,137.0
178.87,66.91,2.74,16.52,38.44,356.0
75.67,39.85,0.95,14.8,41.74,207.0
76.15,39.24,0.61,16.29,49.21,151.0
16.38,26.65,0.11,5.51,13.98,51.0
35.07,31.3,0.47,3.81,22.5,87.0
34.18,12.52,0.52,14.86,58.64,93.0
71.27,27.71,0.94,7.28,122.71,165.0
35.54,38.69,0.79,6.42,37.75,98.0
103.87,10.0,0.65,29.92,9.71,317.0
76.4,53.73,1.13,16.61,25.83,201.0
89.61,29.08,0.85,5.29,130.07,187.0
55.7,48.48,1.05,22.48,44.73,117.0
33.4,21.68,0.4,4.25,24.1,61.0
54.83,46.58,0.58,11.07,28.01,117.0
90.15,46.57,1.57,19.63,40.84,178.0
92.04,47.35,1.1,9.9,24.36,203.0
59.79,57.21,0.89,10.96,19.34,190.0
30.8,28.85,0.31,7.02,15.42,92.0
61.47,39.51,0.84,7.69,44.76,126.0
22.63,11.89,1.01,13.58,23.74,81.0
42.18,10.01,0.66,7.93,16.02,110.0
27.1,21.31,1.54,10.21,28.77,106.0
96.64,41.49,0.96,11.96,39.54,269.0
82.72,32.85,0.68,9.84,44.86,165.0
69.75,28.77,0.76,9.61,29.61,215.0
134.57,52.45,1.37,17.09,29.85,248.0
31.74,29.62,0.95,8.63,21.54,70.0
29.14,16.32,0.82,7.85,30.54,61.0
59.52,31.51,0.84,7.79,57.87,154.0
52.58,28.68,0.89,7.1,1.55,148.0
12.34,12.06,0.53,11.13,28.09,51.0
72.97,29.17,0.44,10.67,31.16,140.0
28.23,15.93,0.38,10.36,17.92,65.0
107.24,72.27,1.14,9.58,28.5,276.0
43.4,8.81,0.82,5.98,34.02,144.0
94.67,39.9,1.15,8.5,22.96,205.0
120.71,51.74,1.43,14.9,40.69,293.0
20.15,15.72,0.58,4.52,29.06,97.0
27.38,39.75,0.75,15.04,3.57,71.0
40.04,17.71,0.64,7.53,10.27,142.0
177.88,43.78,1.29,15.37,45.01,411.0
44.98,13.03,3.75,9.09,17.91,162.0
71.0,10.0,0.59,8.42,24.9,111.0
62.96,60.35,0.0,19.96,56.94,129.0
41.64,10.15,0.64,8.22,19.66,60.0
42.04,25.96,0.64,3.38,19.55,94.0
68.47,28.66,0.46,3.46,32.9,131.0
188.42,64.8,2.21,15.26,41.0,336.0
46.8,34.5,1.24,3.38,44.25,99.0
96.96,44.16,1.87,20.63,32.07,255.0
152.45,45.89,1.46,10.59,16.34,309.0
6.57,9.26,0.12,4.4,35.24,56.0
95.34,34.72,9.28,17.99,61.68,308.0
21.75,10.49,0.68,8.25,11.7,60.0
50.36,50.06,1.23,20.11,11.78,95.0
53.25,38.56,1.01,11.87,27.01,174.0
12.65,9.78,0.34,6.54,28.56,45.0
11.07,11.71,0.11,9.7,17.92,44.0
19.4,7.03,0.76,10.88,38.75,124.0
138.46,59.9,2.0,20.13,44.29,300.0
112.34,33.33,1.13,12.92,26.45,288.0
20.44,31.19,0.11,6.81,15.17,55.0
120.12,36.38,0.74,9.68,27.19,265.0
140.8,44.01,1.34,11.58,30.42,321.0
58.61,19.65,0.82,10.03,9.18,101.0
35.0,10.44,0.81,13.46,11.17,96.0
137.29,52.81,1.93,17.13,44.29,332.0
57.34,9.76,0.86,8.74,31.37,124.0
26.04,21.04,0.57,5.33,27.41,85.0
23.78,26.18,1.02,15.03,30.47,85.0
214.24,83.62,2.1,22.68,101.15,367.0
93.79,30.06,0.92,7.95,91.45,226.0
17.8,32.18,0.79,15.37,3.58,75.0
17.74,19.61,0.58,11.11,8.22,72.0
63.08,44.09,0.58,13.92,36.71,129.0
132.57,51.27,1.65,12.75,44.55,282.0
67.69,37.28,0.62,9.16,24.96,118.0
45.44,27.8,0.01,3.54,5.79,131.0
18.41,36.97,0.52,2.6,13.15,55.0
40.64,52.89,1.07,6.57,16.24,112.0
24.15,12.1,0.67,10.23,18.29,77.0
25.62,44.16,0.79,2.61,7.01,79.0
163.75,70.77,1.81,16.26,48.62,331.0
9.48,11.3,0.58,12.14,27.95,43.0
47.5,33.71,0.83,6.22,52.86,110.0
45.92,38.03,0.58,7.03,15.53,92.0
24.8,39.51,0.11,6.37,30.61,117.0
69.91,59.24,0.74,11.85,41.07,138.0
55.87,58.63,1.02,10.27,47.42,116.0
43.83,32.08,0.57,7.94,45.47,116.0
96.21,57.6,0.0,25.88,45.66,276.0
38.7,16.29,0.48,15.76,42.04,83.0
288.86,79.5,3.01,18.01,42.55,430.0
55.79,9.74,0.47,6.87,39.56,103.0
53.11,52.98,1.76,11.5,18.78,132.0
60.51,36.85,0.47,38.63,66.96,112.0
101.55,48.16,1.36,6.74,14.65,251.0
18.1,14.82,0.16,6.71,32.87,61.0
132.93,49.89,1.41,17.91,42.0,264.0
177.41,54.64,1.51,18.13,57.6,348.0
62.48,11.51,0.54,7.47,27.11,110.0
33.21,31.9,1.19,8.5,31.43,93.0
108.06,47.05,0.08,16.05,70.74,225.0
37.32,33.31,0.96,9.51,23.59,95.0
78.61,27.75,7.97,16.72,40.79,234.0
37.5,19.84,0.61,5.71,73.12,95.0
29.25,26.37,0.69,13.81,12.65,102.0
74.92,42.43,1.16,17.05,41.87,202.0
77.06,14.74,1.24,7.27,6.62,206.0
25.92,17.72,0.52,5.92,32.27,95.0
44.16,42.21,1.21,8.41,25.95,125.0
31.17,25.45,0.72,5.77,45.6,87.0
59.08,38.55,0.88,20.09,54.95,153.0
18.54,13.63,0.62,12.08,28.76,48.0
104.21,10.64,0.71,12.97,12.72,288.0
50.91,16.33,0.64,10.34,26.24,97.0
26.21,16.68,0.67,10.0,15.54,64.0
50.52,36.62,0.69,7.32,34.52,111.0
39.69,41.84,0.71,5.62,42.72,88.0
32.78,30.56,0.71,5.93,19.0,61.0
42.1,13.22,0.57,11.6,44.93,105.0
35.81,30.05,0.99,10.9,27.22,96.0
12.95,13.44,0.58,12.65,31.2,64.0
56.85,62.91,0.82,18.89,27.44,106.0
316.09,60.58,2.16,9.92,29.05,452.0
7.78,19.87,0.3,5.69,15.01,40.0
69.53,34.49,0.12,4.82,56.47,150.0
60.02,19.82,0.49,4.02,37.7,164.0
94.62,41.21,1.14,7.9,29.14,322.0
41.79,12.09,0.66,6.83,8.97,80.0
92.72,77.45,1.16,20.19,24.79,221.0
30.65,27.46,0.79,8.36,16.2,73.0
17.19,4.81,0.46,20.71,28.52,47.0
45.64,27.43,0.54,4.7,29.04,106.0
271.96,83.75,2.58,20.35,33.75,383.0
32.71,17.76,0.51,6.6,37.91,119.0
109.11,56.12,1.18,16.78,33.69,278.0
160.69,17.91,1.79,5.13,15.85,319.0
2.0,10.24,0.11,8.86,19.75,32.0
102.3,51.88,1.4,17.16,23.68,305.0
9.75,11.87,0.13,6.13,31.55,66.0
39.15,31.19,0.82,7.83,17.42,109.0
31.23,29.43,0.91,5.36,21.92,94.0
27.82,39.95,1.03,8.27,36.34,97.0
60.93,37.74,0.53,4.71,33.93,105.0
99.12,56.25,0.75,12.67,64.33,199.0
24.87,19.65,0.22,6.76,24.75,83.0
35.06,35.45,0.59,5.67,20.9,71.0
76.08,53.18,0.87,18.35,53.45,164.0
38.31,13.32,1.03,7.17,22.6,101.0
14.83,23.09,0.53,11.51,13.08,70.0
56.47,12.76,0.75,2.59,23.55,124.0
101.09,54.77,1.52,11.58,29.77,265.0
12.38,12.2,0.37,3.59,17.47,37.0
21.07,24.05,0.34,6.1,30.78,84.0
61.12,34.54,1.03,4.32,35.19,145.0
28.7,21.13,0.46,5.54,26.62,64.0
56.6,38.93,1.01,4.19,14.83,106.0
23.64,31.32,1.1,26.89,13.39,79.0
41.18,26.24,0.92,5.74,70.23,98.0
129.76,41.77,2.65,15.28,52.76,306.0
62.76,49.41,0.66,9.09,21.18,136.0
18.07,27.7,0.36,5.9,12.64,49.0
58.12,67.71,0.36,44.42,49.82,102.0
201.44,79.2,2.01,40.75,108.12,378.0
49.22,40.3,2.05,11.3,56.2,174.0
46.57,15.71,0.57,11.46,58.18,100.0
34.2,11.32,0.63,7.02,74.53,118.0
43.05,31.47,0.63,5.79,48.2,103.0
69.72,10.01,0.86,3.99,37.8,134.0
231.83,62.22,2.67,16.66,53.2,397.0
27.5,26.94,0.53,3.66,42.82,70.0
109.18,45.94,1.51,11.71,38.75,280.0
79.85,16.51,1.15,17.76,62.87,174.0
58.48,36.2,1.02,11.57,68.21,238.0
290.1,78.43,2.87,18.03,40.96,458.0
17.08,15.64,0.22,4.33,26.67,55.0
59.73,23.69,0.95,5.75,95.39,131.0
78.37,49.68,1.22,20.35,43.23,177.0
92.14,8.35,0.63,5.91,41.86,167.0
39.07,13.53,0.69,22.14,43.7,76.0
22.79,18.79,0.64,19.87,23.59,47.0
11.14,15.09,0.3,7.29,16.22,32.0
81.18,0.67,1.28,5.4,44.62,227.0
19.21,8.78,0.38,6.44,60.31,75.0
20.65,31.55,0.71,9.19,7.99,99.0
52.66,34.53,1.03,11.79,52.93,189.0
211.57,74.17,3.17,16.28,38.12,394.0
132.43,66.27,1.45,11.68,39.64,295.0
20.96,4.88,0.84,2.72,29.63,106.0
22.27,26.61,0.67,11.33,12.4,92.0
22.36,22.45,0.32,6.56,16.49,51.0
12.35,11.65,0.41,9.11,33.0,63.0
230.5,61.28,2.12,24.28,75.14,370.0
126.19,46.16,1.37,5.91,13.68,239.0
38.11,26.61,0.6,5.36,24.73,78.0
187.85,61.06,2.04,16.39,40.01,356.0
188.24,81.33,1.51,23.19,86.13,366.0
24.16,26.79,0.53,26.62,41.27,78.0
199.94,62.91,2.11,14.33,37.74,334.0
115.8,56.99,1.0,17.47,90.12,291.0
31.14,10.36,0.83,14.42,20.99,62.0
9.55,24.02,0.36,16.48,32.84,38.0
71.23,89.44,1.48,38.91,32.4,144.0
94.29,42.59,1.21,13.07,24.89,264.0
14.11,21.64,0.5,13.71,18.83,60.0
170.16,48.4,14.17,9.28,37.39,354.0
61.48,13.94,0.64,7.16,91.81,158.0
25.18,21.51,0.52,4.45,31.28,73.0
38.8,44.72,0.5,13.39,18.01,80.0
66.84,56.49,0.91,19.6,52.7,146.0
50.87,15.78,0.3,5.78,28.65,142.0
27.9,39.37,0.55,5.16,7.57,63.0
57.99,36.77,1.25,10.42,44.29,140.0
29.45,23.62,1.01,2.41,9.02,113.0
83.17,45.72,0.99,14.48,33.94,194.0
65.59,38.92,0.87,12.04,57.59,149.0
38.88,18.0,0.47,13.86,51.56,106.0
10.08,19.61,0.25,6.73,14.24,34.0
18.55,16.94,0.34,5.0,24.0,39.0
68.2,13.29,0.62,23.16,41.89,115.0
17.05,20.03,0.08,5.5,33.48,69.0
73.73,39.62,0.72,14.5,31.39,130.0
65.24,33.03,1.04,12.82,44.4,234.0
26.93,20.86,0.55,6.16,25.91,63.0
62.27,48.19,0.91,9.33,48.28,122.0
67.26,77.47,1.84,21.77,51.71,120.0
271.7,71.88,2.85,17.4,53.37,437.0
20.35,19.28,0.52,8.82,18.38,67.0
53.79,41.9,1.03,10.14,24.66,89.0
10.85,11.31,0.16,5.26,34.33,63.0
84.47,22.78,0.68,6.18,44.56,384.0
68.84,30.0,1.05,7.12,94.31,101.0
54.53,8.0,0.88,3.55,29.18,140.0
38.1,3.3,0.65,14.74,26.14,88.0
78.08,19.55,0.72,10.34,88.9,171.0
37.72,33.87,0.61,14.81,37.36,82.0
28.8,41.36,0.82,9.01,21.5,86.0
261.16,55.64,1.92,9.64,28.22,354.0
34.42,19.74,0.63,5.3,93.99,118.0
52.11,17.65,0.82,9.1,9.83,102.0
39.62,13.69,0.7,10.16,43.77,94.0
13.91,18.0,0.58,18.86,26.64,72.0
15.8,12.43,0.62,11.3,36.47,92.0
65.36,31.23,8.44,12.67,77.43,334.0
63.58,40.25,0.23,27.84,50.72,141.0
41.47,18.25,0.5,16.21,54.72,101.0
51.5,40.1,0.74,7.21,31.57,113.0
55.24,55.65,1.17,13.62,27.34,89.0
95.17,40.05,1.26,11.5,42.12,214.0
17.25,6.82,0.37,4.65,65.23,83.0
71.19,65.2,0.74,17.08,37.11,160.0
31.46,35.11,0.8,4.88,47.55,88.0
14.0,12.29,0.37,5.66,24.59,47.0
39.57,39.12,0.59,16.53,50.7,95.0
10.73,9.95,0.36,16.35,32.13,48.0
102.42,29.75,0.96,14.97,128.67,199.0
59.53,44.63,0.79,9.57,50.92,123.0
14.43,13.97,0.16,6.12,28.62,60.0
36.84,24.98,0.89,9.85,34.11,102.0
54.73,12.79,0.58,8.21,30.21,89.0
70.03,37.15,0.8,14.25,59.62,139.0
67.09,38.78,0.0,3.76,66.33,104.0
33.74,37.24,0.0,2.31,17.17,120.0
46.92,10.93,0.69,41.56,36.57,87.0
33.05,30.47,0.44,3.78,23.5,85.0
11.81,12.3,0.34,6.26,41.06,56.0
28.41,22.08,0.47,5.89,59.34,89.0
33.68,12.81,0.85,7.29,30.43,101.0
19.38,24.58,0.39,5.3,17.4,46.0
77.95,42.24,1.24,9.85,23.96,218.0
145.88,77.25,1.79,13.07,38.31,347.0
36.43,24.25,0.56,5.57,40.78,96.0
61.69,33.08,0.01,4.06,19.18,127.0
232.83,17.35,1.45,8.56,27.64,387.0
70.26,11.87,0.62,7.29,31.4,107.0
30.24,11.64,0.6,9.7,28.87,93.0
272.45,66.11,2.36,17.83,37.53,464.0
40.92,46.46,1.03,5.56,13.96,110.0
111.32,78.4,0.97,15.35,59.59,288.0
5.89,36.94,0.54,3.65,17.13,61.0
58.6,9.93,0.55,4.14,18.36,119.0
18.81,18.42,0.44,2.59,15.61,52.0
56.31,28.75,0.15,14.29,41.88,148.0
52.81,8.31,0.58,5.9,42.01,134.0
153.73,53.15,1.42,14.53,32.61,350.0
24.41,29.55,0.79,14.27,6.81,63.0
67.83,47.14,1.86,12.02,22.36,156.0
27.86,28.5,0.53,4.57,19.88,71.0
13.75,14.05,0.4,10.11,26.54,49.0
94.66,60.31,1.37,9.63,12.42,230.0
68.8,54.52,0.89,16.47,45.4,139.0
53.08,33.47,0.75,8.3,84.27,106.0
31.45,29.76,0.51,8.56,32.91,87.0
159.56,47.39,1.43,17.1,45.43,353.0
9.31,3.35,0.32,11.83,20.23,24.0
11.55,22.16,0.35,17.0,40.21,46.0
33.22,24.83,0.67,4.4,26.62,77.0
50.27,31.49,0.85,7.79,25.76,88.0
262.53,60.35,2.23,15.59,36.33,440.0
41.67,13.08,0.78,8.35,30.38,88.0
68.72,40.53,0.87,15.42,37.42,170.0
11.34,14.72,0.56,2.65,29.71,44.0
76.14,34.16,0.71,4.23,36.84,132.0
37.76,29.45,0.82,11.04,32.43,114.0
24.17,19.45,0.45,12.18,16.93,63.0
24.42,16.47,0.22,13.58,32.11,87.0
109.99,55.71,1.42,20.52,51.95,224.0
14.77,10.02,0.54,11.08,15.03,39.0
18.56,23.9,0.33,5.49,32.56,65.0
190.46,51.84,1.88,20.73,67.97,319.0
75.46,46.97,0.24,33.86,39.71,179.0
67.14,61.48,0.63,4.55,19.32,145.0
29.71,44.77,0.85,10.64,21.94,93.0
18.56,20.71,0.3,7.17,18.05,35.0
33.74,42.43,0.95,10.84,17.76,111.0
173.13,38.34,11.74,5.53,16.29,327.0
40.85,14.53,0.54,9.52,64.88,101.0
143.73,67.38,2.05,21.35,69.55,343.0
24.48,38.05,0.93,10.33,4.97,53.0
66.42,33.39,0.67,6.42,30.5,141.0
31.12,40.55,0.83,9.07,9.17,129.0
24.94,19.99,1.4,11.98,28.1,97.0
147.07,30.14,0.37,14.64,42.39,319.0
111.57,63.15,1.61,27.67,65.95,285.0
105.29,45.32,1.18,17.48,44.49,236.0
56.46,25.53,1.53,2.98,24.89,143.0
26.16,25.34,1.0,8.67,29.54,85.0
31.98,32.0,0.79,9.84,11.98,108.0
90.54,23.89,1.0,19.16,63.55,185.0
19.14,35.57,0.68,7.19,25.56,71.0
42.98,15.53,0.67,12.3,45.78,74.0
21.79,15.65,0.38,11.1,30.57,71.0
198.38,41.63,0.73,19.32,43.18,387.0
11.39,7.96,0.96,11.82,26.34,63.0
71.99,40.76,1.0,9.71,50.6,223.0
14.75,20.6,0.54,14.57,35.98,53.0
19.68,22.53,0.61,5.17,47.94,69.0
81.14,34.7,0.46,8.49,34.93,119.0
320.26,54.1,1.93,12.88,35.0,473.0
12.14,18.43,0.11,10.45,10.99,48.0
83.66,45.88,1.08,12.65,55.77,231.0
101.61,38.43,0.98,14.48,35.41,231.0
53.75,24.81,1.21,4.43,50.46,146.0
47.53,25.96,0.82,9.67,23.57,127.0
37.95,18.64,0.79,26.86,20.99,116.0
29.78,18.13,0.6,9.69,12.53,69.0
148.13,62.4,1.56,14.45,43.54,350.0
40.35,31.81,0.55,3.64,21.12,73.0
53.78,21.46,0.19,5.28,53.28,113.0
33.12,19.27,0.6,13.46,42.65,100.0
7.3,6.66,0.36,4.39,24.14,37.0
43.37,51.65,0.76,7.54,33.06,104.0
67.11,49.05,0.61,3.38,14.43,141.0
96.38,45.02,1.25,16.98,35.95,198.0
30.04,34.68,1.14,8.26,22.91,99.0
16.12,25.58,0.31,6.66,21.52,58.0
38.84,38.74,0.54,3.41,28.5,102.0
20.07,15.51,0.61,4.49,23.19,62.0
20.09,11.21,0.85,8.49,22.14,45.0
72.34,13.46,0.71,17.81,56.41,162.0
42.38,44.88,0.86,9.2,37.27,117.0
13.46,14.2,0.51,12.08,42.39,71.0
64.94,56.54,0.65,6.0,29.39,130.0
149.14,54.63,1.98,15.97,81.11,376.0
41.28,42.57,0.96,8.45,13.77,118.0
21.69,9.25,0.3,14.34,43.95,61.0
68.56,13.49,0.98,9.9,35.46,174.0
74.28,47.44,1.13,8.09,35.04,211.0
205.17,63.68,2.52,12.76,35.79,384.0
31.03,32.3,0.65,8.99,28.72,106.0
46.39,44.32,0.8,16.44,35.22,125.0
54.15,34.98,0.77,13.73,59.17,194.0
51.79,10.5,0.75,3.92,17.81,132.0
177.2,79.29,2.08,16.45,44.07,326.0
21.99,20.32,0.57,9.83,19.71,67.0
51.35,40.96,0.78,5.64,41.0,99.0
17.07,13.43,0.49,10.11,31.48,62.0
42.25,22.65,0.52,4.88,22.3,147.0
30.95,26.22,0.56,7.1,57.7,89.0
52.33,33.7,1.13,8.44,70.91,92.0
10.62,4.4,0.38,11.66,24.46,29.0
23.72,8.86,0.81,6.71,19.29,81.0
27.57,35.71,1.27,19.36,22.13,78.0
75.61,27.03,1.12,8.24,74.21,128.0
70.3,45.89,0.0,7.48,50.11,161.0
23.24,6.02,0.36,4.05,39.98,50.0
70.05,18.67,0.98,8.26,9.31,93.0
37.92,12.04,0.57,9.79,6.99,85.0
78.87,44.71,1.23,13.42,32.93,237.0
32.6,26.56,0.94,8.0,55.43,82.0
196.46,53.04,8.87,5.13,25.77,360.0
96.28,29.21,8.82,7.31,25.97,248.0
152.16,63.15,1.05,27.42,35.86,310.0
60.33,48.25,0.23,10.61,64.54,175.0
45.56,21.17,0.62,22.43,66.99,75.0
20.57,35.37,0.53,20.22,13.27,90.0
15.17,18.2,0.39,23.12,30.24,43.0
23.25,42.44,0.13,12.68,21.14,55.0
93.61,46.88,1.07,19.96,42.0,198.0
52.22,24.15,0.0,3.48,8.24,118.0
43.64,36.84,0.82,10.05,42.8,86.0
12.35,20.24,0.11,9.69,23.61,67.0
20.71,11.81,0.82,6.74,32.77,75.0
69.8,12.89,1.0,10.46,8.77,139.0
45.34,18.06,1.7,14.11,17.01,152.0
64.0,32.38,0.49,4.75,44.3,122.0
32.95,25.85,0.63,3.56,16.62,65.0
54.94,29.8,0.75,11.95,38.79,154.0
16.58,9.41,0.1,9.62,18.66,42.0
11.82,11.1,0.72,9.54,24.82,69.0
11.4,11.89,0.57,9.65,17.41,34.0
86.49,9.91,0.36,13.01,11.08,259.0
83.4,33.49,1.0,17.14,45.99,226.0
33.98,15.38,1.55,16.77,9.57,140.0
119.12,23.9,1.96,8.67,30.52,296.0
195.81,36.69,2.41,7.45,15.66,364.0
63.16,25.1,0.95,9.85,32.77,243.0
20.74,8.44,0.62,15.38,39.32,50.0
54.81,35.32,1.11,14.44,74.12,192.0
62.75,17.1,0.83,13.53,55.51,157.0
85.34,34.66,0.96,15.57,54.47,202.0
75.46,30.6,0.31,5.43,57.92,151.0
18.07,13.79,0.29,4.29,25.99,60.0
65.76,12.36,1.1,6.89,47.03,129.0
16.54,12.01,0.35,5.19,16.63,40.0
33.33,26.3,0.66,6.74,14.61,54.0
52.86,24.56,1.02,15.06,32.67,115.0
91.41,9.98,0.47,13.04,13.14,235.0
15.06,17.5,0.46,3.91,18.56,50.0
32.33,43.05,0.98,9.68,7.18,104.0
27.57,24.7,0.45,4.88,23.42,53.0
177.71,52.51,1.42,19.12,59.73,352.0
73.73,53.69,1.3,9.17,27.47,186.0
21.45,36.24,0.73,17.88,24.68,74.0
59.14,38.18,1.12,8.64,41.22,143.0
134.99,40.27,1.34,10.81,46.28,263.0
61.41,10.43,0.68,4.48,49.34,122.0
52.62,23.13,0.54,3.79,23.86,98.0
68.65,60.71,0.93,14.18,47.22,132.0
48.16,29.8,0.01,8.56,24.92,117.0
61.4,15.34,0.73,23.54,43.29,101.0
39.85,30.66,0.52,6.84,46.38,94.0
59.65,19.14,0.7,10.82,21.64,116.0
47.34,45.05,0.85,7.43,49.57,103.0
56.23,18.5,0.81,3.73,36.53,163.0
27.29,23.11,0.34,6.23,27.07,62.0
17.75,14.34,0.36,3.99,17.96,36.0
100.01,40.56,0.91,15.55,48.98,271.0
60.2,67.78,0.33,37.44,42.22,101.0
50.3,36.34,1.28,25.92,20.73,141.0
23.2,42.07,0.31,9.58,22.48,66.0
20.71,26.84,0.86,3.75,25.08,74.0
41.03,27.1,0.65,3.63,14.93,71.0
70.96,7.21,1.25,9.36,43.03,121.0
93.51,50.05,1.37,11.7,39.48,243.0
47.82,12.56,0.33,4.19,32.11,81.0
75.14,37.97,1.01,14.13,68.76,217.0
122.12,57.92,1.79,14.08,44.15,248.0
39.37,24.23,0.78,2.99,17.31,64.0
95.18,76.4,1.34,33.25,30.68,202.0
56.17,10.05,0.68,20.5,23.77,66.0
26.85,27.72,0.6,27.67,48.49,77.0
31.91,22.73,0.44,3.74,17.54,64.0
67.16,39.2,0.78,8.63,34.9,140.0
79.25,22.09,1.17,8.71,24.41,160.0
12.46,13.58,0.36,10.95,18.47,46.0
64.36,42.33,0.54,10.52,36.77,114.0
8.86,8.99,0.68,6.51,10.1,86.0
11.81,20.44,0.37,7.35,11.97,60.0
36.35,32.58,0.54,9.78,42.54,82.0
51.6,23.09,0.56,12.14,19.16,106.0
60.69,64.12,0.36,36.91,53.68,110.0
143.51,43.91,1.16,13.3,37.68,309.0
18.86,8.13,0.55,19.8,32.35,51.0
56.24,21.36,0.87,16.4,52.12,117.0
45.14,13.84,0.6,18.99,53.62,70.0
13.81,6.09,0.33,5.8,22.34,43.0
127.94,92.41,1.33,15.9,28.51,304.0
63.81,40.93,0.79,5.9,24.91,127.0
17.22,4.58,0.42,14.79,36.77,48.0
13.67,17.43,0.4,7.91,11.92,49.0
51.67,55.79,1.28,15.66,20.15,91.0
40.69,29.18,0.51,2.9,35.62,98.0
60.29,42.1,1.06,11.53,68.49,230.0
90.66,20.29,1.62,7.56,44.21,388.0
21.74,24.15,0.78,9.29,27.34,80.0
14.08,13.32,0.41,6.12,25.58,54.0
44.49,22.32,0.53,16.97,67.99,158.0
72.02,36.32,0.81,6.71,36.01,143.0
177.98,42.73,13.75,9.2,25.58,342.0
43.44,30.99,0.59,7.72,49.28,102.0
11.91,16.76,0.11,7.46,28.84,56.0
35.82,27.52,0.97,16.04,38.14,79.0
19.09,5.67,0.38,16.16,57.07,107.0
14.36,19.59,0.43,6.14,20.4,42.0
21.74,23.61,0.59,8.98,15.06,80.0
98.9,63.54,1.15,18.3,28.17,277.0
193.58,71.35,1.71,19.49,90.46,343.0
66.8,57.64,0.88,23.3,36.21,143.0
214.23,36.74,2.71,7.99,16.47,364.0
17.95,15.13,0.44,10.27,49.34,129.0
27.02,32.42,0.87,21.15,4.48,91.0
36.8,17.39,0.51,14.55,48.97,74.0
10.32,23.99,0.11,3.58,10.7,48.0
22.82,33.08,0.37,13.4,12.67,89.0
65.2,51.63,0.83,6.54,17.62,176.0
126.4,58.08,1.12,20.4,109.19,274.0
107.86,43.51,1.01,11.35,29.6,264.0
51.1,30.38,0.6,5.24,27.64,93.0
54.95,17.67,0.81,3.19,78.71,103.0
57.97,11.52,0.9,6.58,47.76,103.0
