PM2_5,NO2,CO,SO2,O3,AQI
23.71,16.82,0.43,11.22,18.8,65.0
139.18,64.18,2.2,19.19,54.38,309.0
67.24,11.73,0.64,11.92,29.72,128.0
34.35,42.32,0.6,4.71,6.46,93.0
83.4,46.47,1.0,12.32,32.68,136.0
78.23,45.76,0.05,12.45,45.35,172.0
193.96,53.81,11.73,9.36,34.22,377.0
54.98,46.64,0.0,12.33,53.74,110.0
74.94,68.63,1.4,16.67,51.64,164.0
7.86,12.54,0.32,3.52,15.08,31.0
12.42,10.28,0.51,5.82,36.88,52.0
15.77,5.38,0.54,15.9,20.96,58.0
81.97,57.84,1.56,13.57,49.19,266.0
21.86,42.23,0.48,6.46,7.68,76.0
30.25,35.29,0.46,18.1,33.16,101.0
34.7,27.58,0.81,9.99,21.39,90.0
25.22,21.29,0.62,4.23,13.88,64.0
45.26,35.69,0.85,13.73,18.08,121.0
50.6,33.59,1.5,4.5,43.43,117.0
83.65,36.78,1.09,12.56,96.71,195.0
44.33,36.95,0.16,9.13,39.14,92.0
27.11,28.35,0.39,13.61,22.99,87.0
80.27,28.31,1.23,19.95,50.39,175.0
57.3,27.38,0.94,33.42,30.14,123.0
104.36,33.86,14.42,16.92,32.84,360.0
24.49,43.69,0.94,35.21,28.28,138.0
22.44,37.52,1.15,30.72,37.79,90.0
41.28,34.22,0.79,7.1,11.95,116.0
13.73,17.01,0.38,4.15,20.21,44.0
41.89,22.98,0.77,17.7,39.43,103.0
68.29,52.03,0.0,13.7,82.95,149.0
27.49,23.21,0.63,11.24,23.11,108.0
34.95,25.81,0.54,4.88,45.42,95.0
16.06,14.13,0.37,4.71,15.84,47.0
69.49,12.04,0.68,17.89,59.37,109.0
44.67,19.05,0.54,9.83,66.03,110.0
64.98,45.4,0.06,8.83,50.28,111.0
17.97,12.1,0.65,11.68,30.15,46.0
24.0,10.84,0.54,12.07,32.91,69.0
48.69,25.95,0.88,12.57,48.39,130.0
31.68,10.71,0.74,5.83,16.48,59.0
121.14,54.57,1.38,13.41,32.14,258.0
50.41,38.05,0.95,11.14,41.14,130.0
33.79,38.88,1.11,39.92,47.65,102.0
30.18,16.71,0.44,8.36,27.81,66.0
56.76,72.8,0.99,13.6,39.53,125.0
28.11,16.83,0.42,4.86,29.42,65.0
47.11,15.24,1.0,7.28,64.5,133.0
25.94,30.57,0.37,8.72,15.29,85.0
36.02,39.78,0.58,25.49,57.61,151.0
73.33,47.15,1.37,20.1,34.41,158.0
136.47,45.27,1.1,15.89,33.34,275.0
63.62,68.05,1.64,24.5,57.9,121.0
62.92,40.61,1.16,13.48,33.59,172.0
221.68,60.05,1.72,21.27,90.08,450.0
89.96,88.72,1.34,17.6,14.47,110.0
49.56,39.45,1.35,10.77,42.76,133.0
80.72,41.51,1.26,7.11,36.13,169.0
50.76,33.2,1.27,5.84,41.24,167.0
69.75,51.0,1.47,13.47,63.64,184.0
37.81,12.98,0.63,14.68,36.53,55.0
61.34,44.57,0.61,5.23,26.96,119.0
34.35,37.82,0.62,13.1,15.39,98.0
107.68,54.42,1.83,14.33,32.56,242.0
96.1,66.65,1.1,15.43,57.75,148.0
46.24,35.88,0.9,5.23,51.78,110.0
17.71,13.84,0.36,4.07,18.73,49.0
93.89,45.16,1.57,12.65,60.94,205.0
89.18,5.2,1.3,4.34,24.42,234.0
7.95,12.93,0.33,5.9,17.12,37.0
113.0,21.98,2.13,8.28,19.28,248.0
33.98,32.51,0.91,2.35,22.78,96.0
276.25,55.08,2.04,21.02,72.89,411.0
73.75,38.15,0.0,7.78,47.92,183.0
20.92,13.32,0.56,15.85,25.36,60.0
147.71,61.29,2.48,13.94,58.24,320.0
50.03,4.47,0.96,8.04,36.49,103.0
23.36,19.73,0.39,3.72,23.68,56.0
93.87,15.08,1.07,27.27,19.58,244.0
65.08,29.86,0.75,9.17,88.44,106.0
46.84,9.46,0.56,3.83,16.46,132.0
143.29,56.51,1.21,14.94,41.11,324.0
40.84,30.23,0.41,5.24,29.0,97.0
20.2,27.06,0.31,6.37,16.05,66.0
19.58,9.26,0.29,4.29,25.32,57.0
19.21,25.13,0.27,6.8,17.22,73.0
86.18,35.5,0.72,7.34,32.54,163.0
166.71,39.77,1.2,6.96,21.13,384.0
18.41,15.07,0.42,8.4,16.69,45.0
61.74,8.97,0.92,3.82,45.44,121.0
70.47,37.31,0.78,12.21,67.63,144.0
51.55,18.33,0.79,10.01,55.3,113.0
15.1,14.19,0.25,5.1,32.06,67.0
16.86,8.54,0.52,7.12,50.39,68.0
14.39,9.41,0.35,5.5,20.74,40.0
175.43,45.14,1.44,19.39,51.22,317.0
43.09,25.92,0.72,11.14,26.12,124.0
56.83,75.39,0.79,21.55,33.68,108.0
18.04,9.23,0.38,5.76,42.05,57.0
14.96,18.02,0.44,3.97,15.97,44.0
41.11,48.83,1.1,7.73,29.34,102.0
72.28,52.03,1.33,12.67,90.33,132.0
48.12,27.32,0.63,2.7,17.79,117.0
40.04,25.03,0.45,6.19,26.31,82.0
58.85,7.78,1.02,11.69,9.64,117.0
117.56,54.01,1.33,15.54,59.11,276.0
19.68,11.86,0.3,2.67,23.9,54.0
33.9,29.09,0.97,9.25,28.87,118.0
21.86,14.69,0.4,7.97,13.21,115.0
114.56,6.33,0.69,9.56,16.51,322.0
32.71,24.99,0.11,13.37,36.78,91.0
118.6,56.21,1.51,16.13,51.05,253.0
52.05,22.9,0.54,1.73,48.36,101.0
36.99,29.61,0.88,11.21,29.46,92.0
71.91,48.22,1.09,8.48,35.16,133.0
75.43,64.0,0.82,15.91,34.38,146.0
43.68,10.33,0.49,10.98,17.0,81.0
64.21,32.92,0.0,4.04,75.82,132.0
40.48,24.97,0.15,8.41,65.03,138.0
49.7,15.9,0.69,15.2,53.97,99.0
83.06,49.15,1.12,13.97,36.92,165.0
230.34,83.94,2.18,25.97,90.07,389.0
16.77,9.68,0.32,5.95,41.97,59.0
62.77,10.25,0.89,4.77,50.96,120.0
19.8,30.66,0.76,14.36,38.26,78.0
73.19,69.17,0.92,25.43,22.5,119.0
148.61,10.09,0.56,20.51,10.01,334.0
117.56,82.47,2.02,15.1,48.81,287.0
57.99,38.53,0.56,7.35,29.09,128.0
72.66,52.59,0.67,10.82,36.75,127.0
42.29,9.54,0.64,3.72,30.89,110.0
119.4,63.32,1.84,19.49,44.7,274.0
50.58,23.6,0.55,3.31,39.69,82.0
78.81,41.92,1.05,18.04,25.52,131.0
121.81,100.16,0.96,10.56,24.73,302.0
174.98,49.41,11.46,4.69,34.7,356.0
7.38,12.26,0.14,3.67,39.37,83.0
50.59,28.84,0.91,9.12,27.81,135.0
192.04,57.85,1.64,19.24,60.28,378.0
79.75,44.93,0.83,8.68,62.36,172.0
18.05,39.29,0.77,3.19,14.59,56.0
31.59,20.55,0.47,4.35,41.54,73.0
124.02,94.18,1.92,5.71,20.39,310.0
20.64,29.74,0.44,9.07,18.33,101.0
31.06,35.72,0.87,11.38,10.46,101.0
30.07,29.01,0.76,8.48,33.17,99.0
65.86,71.11,1.67,20.15,50.28,124.0
14.72,14.61,0.38,9.89,15.66,50.0
86.38,45.5,0.83,15.41,61.26,207.0
26.63,16.95,0.72,11.92,50.56,92.0
20.96,32.21,0.85,30.0,9.95,54.0
16.69,9.91,0.5,11.95,13.7,36.0
121.51,60.41,6.75,20.98,87.04,392.0
42.43,25.87,0.87,12.46,44.83,126.0
132.39,65.41,2.73,16.58,65.24,292.0
36.9,31.77,0.54,9.84,32.75,60.0
10.02,12.4,0.38,3.44,18.85,34.0
11.65,22.68,0.56,22.58,25.94,70.0
17.9,29.14,0.57,16.39,32.98,42.0
35.14,42.5,0.58,22.36,14.14,87.0
93.36,47.73,1.51,16.55,43.9,263.0
45.39,17.14,7.87,8.8,25.55,188.0
90.03,32.85,0.92,12.25,113.48,214.0
94.78,53.2,0.78,11.4,39.25,233.0
58.4,52.31,0.73,23.55,30.37,133.0
22.3,22.88,1.01,12.79,15.05,117.0
15.95,8.82,0.39,3.28,19.48,42.0
149.59,40.53,1.69,10.37,16.59,304.0
30.66,13.76,1.71,19.38,9.29,140.0
74.34,69.78,1.09,14.03,33.95,130.0
224.1,63.96,2.04,16.11,46.03,367.0
25.43,20.32,0.53,6.0,29.17,80.0
32.09,27.82,0.47,6.05,24.41,74.0
191.57,53.86,1.55,22.89,62.01,357.0
69.72,28.88,0.84,5.33,93.69,176.0
23.4,29.87,1.11,31.45,20.92,79.0
112.06,62.39,1.2,7.06,21.87,251.0
99.15,8.55,1.56,6.51,23.58,254.0
36.12,20.5,0.85,5.42,72.06,133.0
84.64,26.98,0.18,9.84,112.41,168.0
111.67,41.48,1.09,16.61,43.04,269.0
219.84,57.73,2.11,16.83,44.4,388.0
52.17,23.32,0.55,9.19,56.6,132.0
118.0,58.6,0.82,13.73,24.69,262.0
26.7,26.37,0.41,5.65,32.09,86.0
44.48,43.93,0.59,7.5,14.34,130.0
128.73,17.35,8.74,6.77,10.91,254.0
61.82,15.61,1.19,13.89,33.99,131.0
51.45,9.43,0.68,16.63,27.17,104.0
23.42,21.57,0.31,2.33,65.33,84.0
33.92,28.0,0.96,8.5,26.15,98.0
59.87,18.86,1.47,10.81,39.31,160.0
90.56,50.92,1.48,15.12,40.75,191.0
17.2,20.17,0.58,8.6,19.88,59.0
26.65,6.37,0.37,5.31,36.61,56.0
15.94,14.46,0.32,4.75,25.63,40.0
90.54,56.97,1.0,7.51,11.65,231.0
59.52,21.6,0.94,10.7,18.05,196.0
29.88,15.62,0.63,14.09,35.92,63.0
61.46,30.92,0.94,21.3,54.74,157.0
28.16,36.77,0.45,19.09,12.36,68.0
19.08,36.5,0.61,12.53,9.47,79.0
66.72,0.64,0.49,10.45,44.98,136.0
45.03,10.69,0.73,15.78,38.27,107.0
23.82,34.3,1.05,38.43,24.1,105.0
38.65,30.29,0.53,7.01,27.77,83.0
137.47,21.68,2.0,7.71,23.6,295.0
54.12,8.61,1.05,8.47,74.38,161.0
40.04,17.31,0.89,18.61,48.85,108.0
19.31,22.42,0.42,4.98,39.83,105.0
49.59,18.46,0.77,11.29,62.97,120.0
32.0,28.84,1.16,4.8,51.61,104.0
69.48,14.4,0.87,10.54,10.45,142.0
27.8,34.95,1.25,32.89,17.76,89.0
77.93,14.09,0.75,20.18,58.79,168.0
60.6,23.4,0.83,19.86,41.07,119.0
60.92,52.0,0.17,21.17,68.16,171.0
53.45,59.99,1.0,20.33,40.67,130.0
54.78,13.64,0.96,6.46,8.95,93.0
67.7,38.26,0.77,19.03,59.43,142.0
32.22,37.53,0.56,13.1,21.67,79.0
63.14,77.15,1.82,23.87,54.52,133.0
27.81,18.72,0.06,10.16,62.99,131.0
19.12,39.8,0.71,11.8,22.8,43.0
14.88,11.41,0.05,4.06,37.47,59.0
51.47,10.31,0.97,34.05,17.0,81.0
47.45,23.88,1.02,10.64,17.6,129.0
26.99,41.21,0.63,28.81,22.9,109.0
75.82,42.14,0.77,9.06,26.43,159.0
44.56,35.7,0.0,5.74,74.98,151.0
86.98,1.94,0.62,3.9,35.23,156.0
8.13,10.58,0.35,5.06,22.08,48.0
56.0,41.25,1.52,11.0,92.97,127.0
10.58,12.63,0.38,5.92,27.76,43.0
126.67,36.59,1.31,11.18,42.19,276.0
32.96,43.6,0.63,8.55,9.24,86.0
49.43,26.01,0.9,8.68,72.49,99.0
23.71,24.6,0.8,10.4,19.29,89.0
31.26,10.78,0.4,7.7,100.25,136.0
61.23,85.44,1.64,25.54,38.35,109.0
38.82,15.28,1.35,9.8,37.05,134.0
39.17,10.66,1.09,20.21,25.17,94.0
19.92,12.06,1.01,8.09,32.38,42.0
38.46,28.05,0.45,1.31,40.03,114.0
14.48,10.16,0.2,11.58,34.95,72.0
16.35,12.25,0.68,9.64,43.02,51.0
67.15,25.62,0.84,12.22,47.84,96.0
72.38,28.07,0.57,11.76,38.45,169.0
111.95,54.75,2.2,16.31,57.48,243.0
56.19,3.0,1.66,9.28,28.03,112.0
96.45,45.84,1.11,15.95,58.75,234.0
31.92,9.94,0.61,7.9,10.9,48.0
59.63,64.12,1.03,14.18,27.67,147.0
150.5,31.59,2.17,8.14,16.89,356.0
7.53,10.7,0.46,5.29,25.04,39.0
113.48,91.99,1.43,29.5,40.99,272.0
25.24,33.9,0.56,5.19,38.8,83.0
106.66,33.85,0.86,11.83,113.11,279.0
7.71,9.15,0.34,5.21,29.82,45.0
82.65,64.95,1.22,17.28,31.83,219.0
22.53,19.81,0.6,8.3,12.59,72.0
31.08,11.81,0.26,5.12,29.4,110.0
8.7,15.47,0.32,5.25,34.8,48.0
63.18,55.68,0.85,16.26,47.38,136.0
149.97,31.25,1.74,3.12,18.93,331.0
6.75,11.92,0.33,4.24,14.61,39.0
274.97,68.87,2.78,15.49,41.9,464.0
84.78,26.01,1.3,10.28,61.69,177.0
106.66,2.56,1.43,7.46,32.81,182.0
160.69,47.7,1.4,17.19,61.91,305.0
11.58,9.53,0.12,3.99,31.66,55.0
6.31,44.71,0.39,7.71,13.53,87.0
128.65,45.6,1.2,15.12,47.8,297.0
92.15,11.59,0.9,9.69,43.9,152.0
108.09,11.43,1.01,8.21,22.36,270.0
83.29,49.14,0.82,6.63,33.25,186.0
72.99,13.46,0.69,11.56,57.63,147.0
73.78,27.42,1.28,10.45,61.33,210.0
38.89,18.7,0.62,10.22,36.73,72.0
64.77,26.21,0.86,2.81,21.69,121.0
115.19,45.8,1.28,16.97,45.37,223.0
75.8,17.6,0.92,9.83,6.26,123.0
33.12,28.02,0.56,6.52,49.31,90.0
95.4,57.24,1.56,21.54,64.56,300.0
18.79,25.71,0.42,4.96,15.94,77.0
57.33,49.45,0.25,13.93,27.81,96.0
25.68,11.6,0.3,8.41,36.37,85.0
14.67,16.84,0.84,8.59,43.02,56.0
78.61,29.85,0.92,16.63,47.67,198.0
59.23,13.39,0.92,7.79,31.1,102.0
23.84,30.58,0.43,5.31,23.36,70.0
24.57,11.39,0.7,19.46,31.11,93.0
74.57,33.51,1.18,3.76,103.82,156.0
21.74,6.21,0.31,12.87,62.28,73.0
53.34,44.31,0.24,25.23,39.26,128.0
27.44,24.38,0.11,7.14,42.8,76.0
388.45,73.61,2.59,16.32,49.77,591.0
39.29,10.8,0.38,6.95,15.28,105.0
15.3,8.68,0.33,7.45,47.67,59.0
72.06,33.0,0.74,4.73,34.33,131.0
61.12,47.57,0.92,3.52,13.38,142.0
33.17,42.45,0.73,13.65,34.85,95.0
113.54,11.18,0.21,10.05,42.74,282.0
111.01,74.52,1.32,10.17,49.65,228.0
62.32,35.19,0.0,10.09,57.4,137.0
24.85,12.14,0.91,8.54,20.59,101.0
95.92,45.33,1.42,10.41,43.94,177.0
37.11,26.57,0.46,21.12,17.67,67.0
91.88,47.34,1.3,16.07,40.16,237.0
127.13,9.78,0.57,13.88,21.7,247.0
107.65,36.19,1.14,9.69,18.97,287.0
71.27,14.77,0.31,9.85,30.07,134.0
58.86,54.03,0.38,23.1,49.67,103.0
59.46,51.91,0.68,16.9,51.92,137.0
33.78,36.11,0.43,12.05,24.91,85.0
122.14,0.73,1.34,5.66,49.97,226.0
11.74,20.72,0.34,5.12,18.84,38.0
7.81,9.11,0.44,6.2,9.13,63.0
78.95,46.36,1.36,8.11,18.0,182.0
15.08,13.96,0.4,4.9,44.36,70.0
18.91,24.04,0.11,5.84,22.73,90.0
69.44,35.14,0.76,10.97,65.3,135.0
112.8,43.86,1.2,10.42,15.22,224.0
54.01,21.05,0.97,11.15,29.73,101.0
66.92,86.72,1.36,3.24,23.5,170.0
363.77,78.61,2.32,17.8,95.54,471.0
30.52,29.99,0.9,8.94,28.53,100.0
63.09,49.49,0.66,7.58,21.9,125.0
31.27,17.52,0.46,9.68,30.58,89.0
14.54,30.62,0.61,12.6,27.29,68.0
55.7,30.96,1.0,7.36,78.85,107.0
13.93,18.89,0.3,5.56,21.39,33.0
98.48,14.95,0.8,8.64,8.29,204.0
49.33,63.88,0.96,28.82,22.92,106.0
13.9,5.15,0.49,23.29,25.43,37.0
74.78,36.07,0.68,5.85,36.7,153.0
51.25,44.58,0.81,5.7,71.32,138.0
71.86,63.63,1.02,7.02,13.81,168.0
36.56,20.11,0.64,7.58,19.16,75.0
90.1,55.76,1.19,24.4,54.67,194.0
48.18,45.56,0.93,11.99,11.47,106.0
20.03,22.16,0.68,6.84,33.8,64.0
19.31,16.31,0.16,6.56,26.9,60.0
18.51,25.86,0.34,6.4,14.04,50.0
23.71,20.71,0.43,6.06,54.44,75.0
57.21,20.42,0.7,3.03,63.84,131.0
65.78,40.86,1.13,12.7,38.52,148.0
136.86,130.26,1.51,41.63,72.8,296.0
12.95,12.85,0.37,8.38,55.78,105.0
197.61,45.88,11.52,5.95,39.54,366.0
43.07,33.19,0.61,6.17,42.42,96.0
80.8,10.88,0.75,10.01,66.7,193.0
56.58,28.16,0.97,17.83,35.2,115.0
69.37,15.65,1.1,8.3,26.89,119.0
15.66,24.52,0.78,10.3,23.54,78.0
20.34,20.12,0.18,6.57,27.34,67.0
83.0,7.07,0.97,8.07,25.07,200.0
32.0,12.76,0.55,18.56,58.39,80.0
77.56,49.22,0.29,14.15,36.76,175.0
57.51,79.01,1.26,2.5,17.71,118.0
11.14,5.65,0.44,13.82,37.65,47.0
25.0,78.74,0.2,12.95,15.26,93.0
17.59,4.12,0.5,11.89,37.58,60.0
59.95,29.53,0.0,5.17,18.41,145.0
81.72,39.02,0.0,3.77,42.95,164.0
69.7,67.01,0.97,13.01,32.47,141.0
19.96,5.43,0.55,9.11,21.51,62.0
46.48,14.79,0.6,15.55,21.04,93.0
12.52,3.94,0.55,14.14,22.33,65.0
49.29,13.73,0.83,5.05,30.63,106.0
63.24,20.35,8.19,3.98,20.71,108.0
18.16,16.27,0.11,7.01,30.36,61.0
8.01,13.12,0.36,5.84,13.76,37.0
56.56,10.07,0.9,6.42,32.75,122.0
24.5,33.42,0.68,10.25,12.09,71.0
55.77,26.14,0.94,9.71,29.94,155.0
69.46,13.13,0.66,3.72,12.89,162.0
154.14,52.79,1.68,14.04,32.33,346.0
68.76,44.93,0.62,20.66,45.65,132.0
43.24,26.06,0.15,8.28,52.6,130.0
36.62,28.08,0.61,8.98,38.79,93.0
24.45,25.11,0.92,8.97,29.78,82.0
61.85,43.3,0.6,9.22,28.73,122.0
155.83,10.98,0.34,9.75,14.51,302.0
25.96,32.84,0.48,4.13,23.14,58.0
67.81,57.83,1.42,8.65,64.86,136.0
17.59,22.83,0.44,11.63,13.03,60.0
72.41,28.02,0.93,9.69,110.54,161.0
40.82,19.8,0.21,5.23,32.88,82.0
101.02,34.76,1.12,22.11,53.55,222.0
38.4,12.11,0.56,9.06,54.37,256.0
64.42,39.62,0.54,12.83,29.15,136.0
221.02,46.39,9.7,5.91,34.12,376.0
76.35,26.97,1.05,8.96,28.38,294.0
38.59,29.22,0.62,6.25,62.1,117.0
76.34,42.83,0.83,13.4,21.97,165.0
63.79,38.36,1.07,10.92,61.95,217.0
62.87,31.37,0.0,7.56,20.76,135.0
68.21,46.37,1.19,14.94,58.62,150.0
65.93,38.61,0.97,45.27,29.9,119.0
25.81,17.72,0.47,4.27,17.42,56.0
12.11,15.46,0.31,12.72,23.43,46.0
62.21,12.84,0.76,7.88,70.1,141.0
42.22,31.94,0.96,5.25,45.28,120.0
10.64,14.85,0.46,3.06,13.67,48.0
81.14,15.46,0.77,6.36,12.77,166.0
32.17,8.81,0.94,6.19,13.45,55.0
31.8,11.95,0.43,14.66,61.31,94.0
67.94,29.78,9.18,10.14,23.39,208.0
57.83,34.01,0.99,8.91,32.08,158.0
19.59,31.67,0.62,6.1,50.95,81.0
61.49,49.74,0.37,15.23,80.55,160.0
85.53,65.16,1.06,9.32,60.92,205.0
37.26,33.46,0.89,10.4,24.18,90.0
31.76,24.4,0.46,5.65,24.59,62.0
53.3,59.38,0.94,8.17,16.86,113.0
66.12,36.82,1.04,5.84,71.93,125.0
50.59,16.6,7.83,3.6,27.5,191.0
25.16,21.42,0.66,4.05,22.52,78.0
46.15,31.91,1.07,8.81,39.18,105.0
204.25,65.7,1.9,20.48,37.52,397.0
44.27,6.38,0.81,9.57,31.61,128.0
61.52,34.28,1.24,14.93,28.19,158.0
27.89,43.7,0.75,12.47,35.08,112.0
43.36,10.03,0.87,5.59,40.23,118.0
22.51,13.75,0.56,5.84,37.65,138.0
92.46,46.15,1.57,13.08,41.92,229.0
35.42,31.15,0.82,3.99,25.76,98.0
30.45,44.42,1.27,8.4,35.04,105.0
42.06,43.26,0.82,29.0,42.97,133.0
42.08,50.29,0.86,9.46,16.86,109.0
48.94,35.69,0.57,9.87,32.17,104.0
68.97,41.41,0.23,23.3,41.35,173.0
55.37,27.35,0.87,17.11,53.31,174.0
16.14,17.66,0.66,4.65,15.81,60.0
12.64,15.22,0.06,4.68,38.0,56.0
76.1,42.99,7.63,13.1,53.16,279.0
40.22,26.37,0.61,6.79,20.03,71.0
37.09,78.98,0.37,13.91,15.02,92.0
93.83,48.87,1.17,15.81,37.75,222.0
39.84,11.69,0.56,24.7,49.09,67.0
11.91,11.26,0.39,7.84,19.39,33.0
57.01,35.23,0.72,11.02,49.97,128.0
40.63,41.49,0.75,8.36,29.18,91.0
90.31,50.7,1.31,11.52,34.48,214.0
43.52,30.44,0.14,10.83,55.87,123.0
75.99,56.35,1.01,10.76,22.76,179.0
25.88,24.85,0.6,3.4,13.95,65.0
50.78,43.04,0.79,7.58,53.66,108.0
36.26,14.25,0.53,17.68,46.43,65.0
63.17,80.13,1.68,40.55,43.78,110.0
12.94,17.48,0.67,5.62,24.79,55.0
51.33,11.14,0.77,7.18,83.27,154.0
84.51,13.16,0.95,17.69,54.0,194.0
114.01,54.24,1.59,18.39,27.94,235.0
101.44,10.01,0.65,11.37,20.02,162.0
81.81,44.06,5.94,21.44,59.29,295.0
41.67,8.81,1.49,21.08,29.75,79.0
98.25,41.07,1.18,12.93,38.38,244.0
21.43,10.15,0.47,9.95,27.1,102.0
58.64,13.84,0.75,7.75,66.09,126.0
39.05,9.86,0.68,7.26,23.74,79.0
59.76,42.42,0.64,4.03,16.12,130.0
42.61,43.36,1.19,7.74,11.51,117.0
12.67,8.62,0.42,15.35,38.02,55.0
66.37,49.74,1.02,7.24,50.9,122.0
48.55,26.26,0.0,5.78,25.03,124.0
24.23,14.33,0.56,9.95,23.86,55.0
102.79,70.22,1.14,13.87,38.81,229.0
38.11,22.38,0.75,10.36,15.09,108.0
39.46,37.97,0.73,8.51,25.95,98.0
21.89,36.49,0.11,9.16,15.46,76.0
11.03,13.74,0.64,10.39,31.37,43.0
27.46,22.97,0.45,4.84,29.18,65.0
51.37,29.77,0.45,9.14,36.31,107.0
18.96,11.05,0.32,6.32,27.66,54.0
27.52,9.0,0.49,4.6,14.89,53.0
14.54,31.28,0.0,1.61,5.47,70.0
12.93,5.99,0.28,4.03,17.99,38.0
47.32,29.69,0.74,5.12,43.6,118.0
68.5,61.14,1.64,19.71,56.0,114.0
72.47,23.2,0.16,10.55,109.74,173.0
29.42,8.1,0.87,6.07,24.43,100.0
90.26,63.2,1.04,22.56,51.64,228.0
28.39,29.68,0.79,4.71,31.52,92.0
42.83,40.73,0.97,12.19,39.84,105.0
26.65,26.05,0.77,8.48,28.64,85.0
33.68,36.89,0.78,35.63,25.04,65.0
27.05,26.36,0.38,8.05,14.3,72.0
107.55,29.37,2.64,7.34,17.59,202.0
100.15,71.03,0.97,15.38,45.41,219.0
151.57,65.07,2.19,11.35,42.22,411.0
20.48,10.7,0.98,6.87,28.73,55.0
51.67,30.24,0.0,3.56,60.3,96.0
24.86,10.73,0.61,16.73,39.9,53.0
29.92,23.7,0.66,10.11,17.16,70.0
33.83,31.53,0.63,5.28,45.59,101.0
25.45,19.86,0.48,5.04,31.78,62.0
53.8,33.28,0.01,9.49,23.99,101.0
76.11,39.43,1.03,12.89,63.78,197.0
29.02,16.39,0.88,11.09,28.64,85.0
172.07,32.84,2.45,8.47,18.56,349.0
58.43,29.01,0.97,10.38,52.16,89.0
58.55,13.05,0.76,9.63,32.13,121.0
43.15,10.4,0.31,11.1,16.24,71.0
53.03,23.64,0.83,18.38,49.51,126.0
19.49,18.0,0.3,9.34,17.98,64.0
20.98,26.87,0.29,8.39,15.33,53.0
58.22,37.53,1.02,13.4,54.85,217.0
37.62,24.68,0.63,6.35,50.74,92.0
84.06,42.4,0.53,29.47,44.52,203.0
31.14,23.4,0.45,5.98,54.96,88.0
51.21,10.48,1.24,8.8,47.35,145.0
44.7,37.98,0.61,9.11,13.38,100.0
38.82,11.64,0.65,18.74,48.53,66.0
14.59,22.08,0.86,9.3,26.17,89.0
54.28,48.52,1.47,11.9,22.33,125.0
240.87,65.83,2.28,19.92,37.61,384.0
36.62,10.43,0.69,16.57,35.86,58.0
17.59,14.65,0.49,14.77,42.37,62.0
27.95,39.08,0.86,5.18,13.08,80.0
33.26,37.76,0.5,10.86,17.08,88.0
64.52,34.05,0.57,17.49,29.06,112.0
44.48,73.13,0.62,22.54,33.44,97.0
72.32,8.25,0.59,5.99,35.54,149.0
48.51,36.61,0.65,6.45,34.62,107.0
36.92,12.5,0.57,6.96,13.45,75.0
279.32,63.87,2.67,13.81,34.86,452.0
17.42,16.26,0.47,11.83,28.85,55.0
66.19,13.35,0.93,7.82,42.99,195.0
55.19,35.49,1.04,12.97,52.24,199.0
61.64,10.58,1.11,7.57,44.14,157.0
7.81,18.79,0.11,8.02,20.17,49.0
109.38,45.09,1.29,8.08,28.06,253.0
42.24,36.56,0.53,7.04,30.31,85.0
68.8,21.34,0.9,15.41,52.2,132.0
128.45,38.17,1.43,7.99,44.09,263.0
83.42,56.14,1.33,14.01,43.42,189.0
49.1,12.98,0.44,17.74,49.28,77.0
59.67,49.52,1.16,4.15,25.37,97.0
639.19,77.51,2.74,20.46,55.51,675.0
37.76,28.9,0.78,10.64,28.01,92.0
25.62,13.88,0.48,7.3,44.62,86.0
43.73,47.81,0.1,7.28,45.06,119.0
63.1,54.07,0.19,24.11,29.02,167.0
31.14,41.56,0.64,6.61,36.65,115.0
45.97,17.38,0.85,7.09,28.81,99.0
17.41,9.96,0.35,12.07,14.03,47.0
104.61,51.9,1.48,16.39,39.32,228.0
37.93,20.86,0.78,8.91,34.81,68.0
64.93,10.17,0.68,7.84,15.94,111.0
16.17,16.17,0.71,2.76,18.5,56.0
66.28,16.09,1.7,4.5,16.98,116.0
44.17,29.12,1.17,15.21,10.91,113.0
13.72,4.58,0.0,15.56,26.1,42.0
22.51,20.95,0.46,3.41,19.96,54.0
20.58,9.93,0.49,10.38,21.95,53.0
8.66,14.39,0.14,11.12,37.42,70.0
5.29,25.84,0.53,61.41,26.21,64.0
249.1,19.85,0.31,34.17,17.9,399.0
36.82,25.16,0.89,7.86,65.75,85.0
65.7,42.94,0.89,10.71,30.2,166.0
14.41,40.06,1.07,13.23,27.34,110.0
137.13,9.95,0.48,10.68,18.85,254.0
121.68,46.51,1.44,14.95,49.68,300.0
164.63,67.18,2.77,16.62,39.35,329.0
34.55,14.96,0.69,22.25,52.91,65.0
58.47,41.64,0.16,18.37,73.75,147.0
51.09,46.69,1.66,15.51,38.0,135.0
32.55,44.59,0.69,5.9,35.06,92.0
32.16,20.46,0.49,7.52,35.75,70.0
84.27,58.79,0.93,15.39,38.16,248.0
24.9,8.82,0.0,3.84,40.09,55.0
63.41,8.98,0.86,6.13,46.51,126.0
26.34,11.76,0.57,7.02,4.44,82.0
25.83,43.68,0.85,30.88,9.06,84.0
52.38,16.7,0.34,7.4,23.79,89.0
6.99,9.52,0.37,4.65,18.87,32.0
111.21,76.7,1.47,10.17,31.17,266.0
57.68,29.2,0.16,15.79,46.79,152.0
37.35,46.38,0.76,21.26,24.49,122.0
32.83,26.84,0.9,8.72,32.4,99.0
